Timestamp,Age_Group,Gender,Target_Exam,Attempt_Count,Performance_Category,Raw_Score_Text,Study_Hours_Category,Sleep_Hours_Category,Prep_Method,Stress_Level,Physical_Emotional_Symptoms,Stress_Primary_Source,Percentile_Score,Study_Hours_Num,Sleep_Hours_Num,Prep_Year,Prep_Month,Prep_Day,Prep_Weekday,Symptom_Count,Stress_Source_Count,Stress_Sleep_Ratio,High_Stress_Flag,Severe_Sleep_Deprived_Flag
2026-06-01 20:52:17,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,7-11 hours,7-8 hours,Self-study entirely,3.0,,7,80.0,9.0,7.5,2026,6,1,Monday,0,1,0.4,0,0
2026-06-01 20:54:08,21-23,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,9.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,5.5,5.5,2026,6,1,Monday,5,4,1.64,1,1
2026-06-01 20:55:17,21-23,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,7-8 hours,Online coaching apps / recorded platforms,7.0,Imposter syndrome (feeling like you aren't smart enough),"Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,9.0,7.5,2026,6,1,Monday,1,2,0.93,0,0
2026-06-01 21:00:36,18 – 20,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,7-8 hours,Self-study entirely,6.0,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),80.0,5.5,7.5,2026,6,1,Monday,1,1,0.8,0,0
2026-06-01 21:02:09,above 26,Female,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",Good,4-7 hours,5-6 hours,Self-study entirely,3.0,Frequent headaches or physical fatigue,Fear of failure / wasting years of preparation,80.0,5.5,5.5,2026,6,1,Monday,1,1,0.55,0,1
2026-06-01 21:06:12,above 26,Female,"Medical Entrance, Other~",2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",I have never seen the result,4-7 hours,5-6 hours,Self-study entirely,9.0,Chronic sleep deprivation / Insomnia,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",80.0,5.5,5.5,2026,6,1,Monday,1,3,1.64,1,1
2026-06-01 21:07:07,24-26,Female,"Medical Entrance, Other~",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",60,4-7 hours,more than 8 hours,Self-study entirely,6.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Seeing peers move ahead in life",60.0,5.5,9.5,2026,6,1,Monday,3,2,0.63,0,0
2026-06-01 21:10:40,24-26,Female,Civil Services / Government Exams,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",76/100,less than 4,5-6 hours,Online coaching apps / recorded platforms,10.0,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",76.0,2.5,5.5,2026,6,1,Monday,4,3,1.82,1,1
2026-06-01 21:12:55,24-26,Female,Medical Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,7-8 hours,Self-study entirely,8.0,Sudden mood swings or panic attacks,,80.0,2.5,7.5,2026,6,1,Monday,1,0,1.07,1,0
2026-06-01 21:31:11,above 26,Female,"Medical Entrance, Other~",2nd attempt,Below Average (Did not qualify),45,less than 4,less than 5 hours,Self-study entirely,7.0,Frequent headaches or physical fatigue,Fear of failure / wasting years of preparation,45.0,2.5,4.0,2026,6,1,Monday,1,1,1.75,0,1
2026-06-01 21:34:15,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",3rd attempt,Below Average (Did not qualify),,less than 4,7-8 hours,Online coaching apps / recorded platforms,2.0,Sudden mood swings or panic attacks,Family expectations and societal pressure,80.0,2.5,7.5,2026,6,1,Monday,1,1,0.27,0,0
2026-06-01 21:34:17,21-23,Male,Other~,2nd attempt,Below Average (Did not qualify),I can't bcz I didn't prep for that I just went to check,less than 4,5-6 hours,Self-study entirely,7.0,"Chronic sleep deprivation / Insomnia, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Financial strain (high cost of coaching/living)",80.0,2.5,5.5,2026,6,1,Monday,2,3,1.27,0,1
2026-06-01 21:36:44,24-26,Male,Medical Entrance,3rd attempt,Below Average (Did not qualify),,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4.0,Sudden mood swings or panic attacks,Seeing peers move ahead in life,80.0,5.5,7.5,2026,6,1,Monday,1,1,0.53,0,0
2026-06-01 21:44:34,Under 18,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),99.47 percentile ,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,"Imposter syndrome (feeling like you aren't smart enough), Self doubt, etc","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Financial strain (high cost of coaching/living)",99.47,5.5,5.5,2026,6,1,Monday,3,3,1.27,0,1
2026-06-01 21:45:30,above 26,Male,Other~,4 or more attempts,Below Average (Did not qualify),,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,8.0,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough), Feeling like worthless ",Fear of failure / wasting years of preparation,80.0,5.5,7.5,2026,6,1,Monday,3,1,1.07,1,0
2026-06-01 21:49:33,18 – 20,Male,Engineering Entrance,2nd attempt,Below Average (Did not qualify),44,4-7 hours,less than 5 hours,Online coaching apps / recorded platforms,10.0,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue","Fear of failure / wasting years of preparation, Financial strain (high cost of coaching/living)",44.0,5.5,4.0,2026,6,1,Monday,2,2,2.5,1,1
2026-06-01 21:49:38,24-26,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",3rd attempt,Below Average (Did not qualify),,7-11 hours,more than 8 hours,Online coaching apps / recorded platforms,5.0,"Imposter syndrome (feeling like you aren't smart enough), None",Seeing peers move ahead in life,80.0,9.0,9.5,2026,6,1,Monday,2,1,0.53,0,0
2026-06-01 21:50:20,21-23,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",70,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,10.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks",Fear of failure / wasting years of preparation,70.0,5.5,5.5,2026,6,1,Monday,4,1,1.82,1,1
2026-06-01 21:51:31,18 – 20,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,5-6 hours,Self-study entirely,7.0,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,2.5,5.5,2026,6,1,Monday,2,4,1.27,0,1
2026-06-01 21:52:52,Under 18,Male,Engineering Entrance,2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Self-study entirely,8.0,Frequent headaches or physical fatigue,Fear of failure / wasting years of preparation,80.0,5.5,5.5,2026,6,1,Monday,1,1,1.45,1,1
2026-06-01 21:55:33,18 – 20,Female,"Engineering Entrance, Other~",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,12+ hours,less than 5 hours,Self-study entirely,8.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Financial strain (high cost of coaching/living)",80.0,13.0,4.0,2026,6,1,Monday,5,3,2.0,1,1
2026-06-01 21:55:36,18 – 20,Female,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,7.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, ",80.0,5.5,7.5,2026,6,1,Monday,2,2,0.93,0,0
2026-06-01 22:04:05,21-23,Male,Engineering Entrance,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,,,,8.0,"Chronic sleep deprivation / Insomnia, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Financial strain (high cost of coaching/living)",80.0,5.5,5.5,2026,6,1,Monday,2,2,1.45,1,1
2026-06-01 22:04:08,21-23,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,less than 5 hours,Self-study entirely,1.0,Chronic sleep deprivation / Insomnia,Fear of failure / wasting years of preparation,80.0,2.5,4.0,2026,6,1,Monday,1,1,0.25,0,1
2026-06-01 22:10:40,,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,5.0,"Imposter syndrome (feeling like you aren't smart enough), None","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",80.0,5.5,5.5,2026,6,1,Monday,2,3,0.91,0,1
2026-06-01 22:24:02,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",No thank u,less than 4,less than 5 hours,Self-study entirely,6.0,,Family expectations and societal pressure,80.0,2.5,4.0,2026,6,1,Monday,0,1,1.5,0,1
2026-06-01 22:24:25,18 – 20,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,less than 5 hours,Self-study entirely,9.0,Chronic sleep deprivation / Insomnia,Family expectations and societal pressure,80.0,2.5,4.0,2026,6,1,Monday,1,1,2.25,1,1
2026-06-01 22:24:52,21-23,Female,Medical Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",.,less than 4,less than 5 hours,Self-study entirely,10.0,Frequent headaches or physical fatigue,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",80.0,2.5,4.0,2026,6,1,Monday,1,2,2.5,1,1
2026-06-01 22:36:19,21-23,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),Don't remember ,less than 4,7-8 hours,Self-study entirely,3.0,,I never take stress,80.0,2.5,7.5,2026,6,1,Monday,0,1,0.4,0,0
2026-06-01 22:48:25,above 26,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),86,less than 4,less than 5 hours,Online coaching apps / recorded platforms,10.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",86.0,2.5,4.0,2026,6,1,Monday,5,4,2.5,1,1
2026-06-01 22:48:33,Under 18,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,less than 5 hours,Self-study entirely,10.0,Chronic sleep deprivation / Insomnia,Sumit,80.0,2.5,4.0,2026,6,1,Monday,1,1,2.5,1,1
2026-06-01 22:48:39,24-26,Female,Civil Services / Government Exams,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,5-6 hours,Self-study entirely,7.0,Chronic sleep deprivation / Insomnia,Fear of failure / wasting years of preparation,80.0,2.5,5.5,2026,6,1,Monday,1,1,1.27,0,1
2026-06-01 22:55:27,Under 18,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,7-8 hours,Self-study entirely,6.0,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),80.0,2.5,7.5,2026,6,1,Monday,1,1,0.8,0,0
2026-06-01 23:04:12,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),I think 65 percentile ,less than 4,5-6 hours,Offline physical coaching institutes / bootcamps,9.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",65.0,2.5,5.5,2026,6,1,Monday,3,3,1.64,1,1
2026-06-01 23:28:18,24-26,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,7-8 hours,Self-study entirely,8.0,,,80.0,5.5,7.5,2026,6,1,Monday,0,0,1.07,1,0
2026-06-01 23:35:32,above 26,Female,"Civil Services / Government Exams, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,Below Average (Did not qualify),not in mind ,4-7 hours,more than 8 hours,Offline physical coaching institutes / bootcamps,1.0,,,80.0,5.5,9.5,2026,6,1,Monday,0,0,0.11,0,0
2026-06-01 23:46:44,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,8.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,5.5,5.5,2026,6,1,Monday,5,4,1.45,1,1
2026-06-02 00:08:41,Under 18,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),Not given yet,less than 4,less than 5 hours,Online coaching apps / recorded platforms,8.0,,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,2.5,4.0,2026,6,2,Tuesday,0,4,2.0,1,1
2026-06-02 01:34:38,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,less than 4,7-8 hours,Online coaching apps / recorded platforms,10.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, Financial strain (high cost of coaching/living)",80.0,2.5,7.5,2026,6,2,Tuesday,2,2,1.33,1,0
2026-06-02 05:54:57,21-23,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,7-8 hours,Online coaching apps / recorded platforms,7.0,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,80.0,2.5,7.5,2026,6,2,Tuesday,1,1,0.93,0,0
2026-06-02 06:03:31,18 – 20,Female,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",79%,4-7 hours,5-6 hours,Self-study entirely,8.0,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",79.0,5.5,5.5,2026,6,2,Tuesday,3,4,1.45,1,1
2026-06-02 07:20:00,18 – 20,Female,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",74,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,8.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",74.0,9.0,5.5,2026,6,2,Tuesday,3,3,1.45,1,1
2026-06-02 08:16:58,18 – 20,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,4.0,Frequent headaches or physical fatigue,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",80.0,5.5,5.5,2026,6,2,Tuesday,1,2,0.73,0,1
2026-06-02 08:17:28,18 – 20,Male,Other~,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),No ,7-11 hours,7-8 hours,Self-study entirely,10.0,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),80.0,9.0,7.5,2026,6,2,Tuesday,1,1,1.33,1,0
2026-06-02 08:44:04,18 – 20,Male,Engineering Entrance,2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,10.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,5.5,5.5,2026,6,2,Tuesday,5,4,1.82,1,1
2026-06-02 08:45:40,21-23,Female,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4.0,Frequent headaches or physical fatigue,Family expectations and societal pressure,80.0,5.5,7.5,2026,6,2,Tuesday,1,1,0.53,0,0
2026-06-02 08:47:06,above 26,Male,Other~,4 or more attempts,Below Average (Did not qualify),,4-7 hours,less than 5 hours,Offline physical coaching institutes / bootcamps,3.0,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),80.0,5.5,4.0,2026,6,2,Tuesday,1,1,0.75,0,1
2026-06-02 08:49:37,Under 18,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4.0,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,80.0,5.5,7.5,2026,6,2,Tuesday,1,1,0.53,0,0
2026-06-02 08:49:38,21-23,Female,Medical Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Self-study entirely,5.0,Severe social isolation (cutting off friends/family),Seeing peers move ahead in life,80.0,5.5,7.5,2026,6,2,Tuesday,1,1,0.67,0,0
2026-06-02 09:12:03,21-23,Female,Medical Entrance,4 or more attempts,Excellent (Cleared the exam / Achieved target cutoff),,12+ hours,5-6 hours,Offline physical coaching institutes / bootcamps,10.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,13.0,5.5,2026,6,2,Tuesday,3,4,1.82,1,1
2026-06-02 09:12:54,above 26,Male,Civil Services / Government Exams,3rd attempt,Excellent (Cleared the exam / Achieved target cutoff),,12+ hours,5-6 hours,Offline physical coaching institutes / bootcamps,10.0,,,80.0,13.0,5.5,2026,6,2,Tuesday,0,0,1.82,1,1
2026-06-02 09:12:56,18 – 20,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,80.0,5.5,5.5,2026,6,2,Tuesday,1,1,1.27,0,1
2026-06-02 09:14:43,18 – 20,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4.0,Severe social isolation (cutting off friends/family),,80.0,5.5,7.5,2026,6,2,Tuesday,1,0,0.53,0,0
2026-06-02 09:14:42,21-23,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),98,12+ hours,more than 8 hours,Online coaching apps / recorded platforms,10.0,Imposter syndrome (feeling like you aren't smart enough),"Fear of failure / wasting years of preparation, Seeing peers move ahead in life",98.0,13.0,9.5,2026,6,2,Tuesday,1,2,1.05,1,0
2026-06-02 09:15:57,21-23,Female,Civil Services / Government Exams,2nd attempt,Below Average (Did not qualify),,less than 4,more than 8 hours,Online coaching apps / recorded platforms,6.0,Frequent headaches or physical fatigue,Seeing peers move ahead in life,80.0,2.5,9.5,2026,6,2,Tuesday,1,1,0.63,0,0
2026-06-02 09:15:58,18 – 20,Female,"Medical Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Below Average (Did not qualify),76,4-7 hours,7-8 hours,Offline physical coaching institutes / bootcamps,6.0,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue","Fear of failure / wasting years of preparation, Family expectations and societal pressure",76.0,5.5,7.5,2026,6,2,Tuesday,2,2,0.8,0,0
2026-06-02 09:17:11,18 – 20,Female,Other~,3rd attempt,N/A (I am a first-time filer and haven't given the exam yet),,12+ hours,more than 8 hours,Offline physical coaching institutes / bootcamps,4.0,Severe social isolation (cutting off friends/family),Seeing peers move ahead in life,80.0,13.0,9.5,2026,6,2,Tuesday,1,1,0.42,0,0
2026-06-02 09:18:07,above 26,Others,Medical Entrance,4 or more attempts,Below Average (Did not qualify),,7-11 hours,5-6 hours,Self-study entirely,3.0,Sudden mood swings or panic attacks,Family expectations and societal pressure,80.0,9.0,5.5,2026,6,2,Tuesday,1,1,0.55,0,1
2026-06-02 09:18:13,21-23,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",Na,4-7 hours,5-6 hours,Self-study entirely,5.0,,Family expectations and societal pressure,80.0,5.5,5.5,2026,6,2,Tuesday,0,1,0.91,0,1
2026-06-02 09:18:54,18 – 20,Prefer not to say,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,less than 4,less than 5 hours,Online coaching apps / recorded platforms,9.0,Imposter syndrome (feeling like you aren't smart enough),Family expectations and societal pressure,80.0,2.5,4.0,2026,6,2,Tuesday,1,1,2.25,1,1
2026-06-02 09:19:44,21-23,Prefer not to say,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,Below Average (Did not qualify),,7-11 hours,7-8 hours,Online coaching apps / recorded platforms,2.0,Imposter syndrome (feeling like you aren't smart enough),Seeing peers move ahead in life,80.0,9.0,7.5,2026,6,2,Tuesday,1,1,0.27,0,0
