Timestamp,Age_Group,Gender,Target_Exam,Attempt_Count,Performance_Category,Raw_Score_Text,Study_Hours_Category,Sleep_Hours_Category,Prep_Method,Stress_Level,Physical_Emotional_Symptoms,Stress_Primary_Source,Percentile_Score,Study_Hours_Num,Sleep_Hours_Num,Prep_Year,Prep_Month,Prep_Day,Prep_Weekday,Symptom_Count,Stress_Source_Count,Stress_Sleep_Ratio,High_Stress_Flag,Severe_Sleep_Deprived_Flag
2026-06-02 14:41:50,21-23,Female,Medical Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),na,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,4.0,,Financial strain (high cost of coaching/living),80.0,5.5,5.5,2026,6,2,Tuesday,0,1,0.73,0,1
2026-06-02 14:41:59,18 – 20,Prefer not to say,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",na,less than 4,less than 5 hours,,6.0,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue",Family expectations and societal pressure,80.0,2.5,4.0,2026,6,2,Tuesday,2,1,1.5,0,1
2026-06-02 14:43:15,24-26,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",4 or more attempts,Below Average (Did not qualify),,4-7 hours,less than 5 hours,,4.0,Sudden mood swings or panic attacks,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",80.0,5.5,4.0,2026,6,2,Tuesday,1,2,1.0,0,1
2026-06-02 14:43:44,Under 18,Prefer not to say,Civil Services / Government Exams,2nd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,4.0,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),80.0,9.0,5.5,2026,6,2,Tuesday,1,1,0.73,0,1
2026-06-02 14:44:07,21-23,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",no,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,Frequent headaches or physical fatigue,Financial strain (high cost of coaching/living),80.0,9.0,5.5,2026,6,2,Tuesday,1,1,1.27,0,1
2026-06-02 14:44:20,21-23,Female,Other~,3rd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,6.0,Severe social isolation (cutting off friends/family),"Family expectations and societal pressure, Financial strain (high cost of coaching/living)",80.0,5.5,5.5,2026,6,2,Tuesday,1,2,1.09,0,1
2026-06-02 14:44:48,24-26,Prefer not to say,Medical Entrance,3rd attempt,Below Average (Did not qualify),,7-11 hours,less than 5 hours,Online coaching apps / recorded platforms,6.0,Frequent headaches or physical fatigue,Seeing peers move ahead in life,80.0,9.0,4.0,2026,6,2,Tuesday,1,1,1.5,0,1
2026-06-02 14:46:40,18 – 20,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,10.0,Sudden mood swings or panic attacks,Family expectations and societal pressure,80.0,9.0,5.5,2026,6,2,Tuesday,1,1,1.82,1,1
2026-06-02 14:47:35,21-23,Female,Engineering Entrance,3rd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,6.0,Sudden mood swings or panic attacks,Fear of failure / wasting years of preparation,80.0,9.0,5.5,2026,6,2,Tuesday,1,1,1.09,0,1
2026-06-02 14:47:45,21-23,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,,Seeing peers move ahead in life,80.0,5.5,5.5,2026,6,2,Tuesday,0,1,1.27,0,1
2026-06-02 14:47:48,24-26,Male,Medical Entrance,3rd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,5-6 hours,Self-study entirely,5.0,,Seeing peers move ahead in life,80.0,9.0,5.5,2026,6,2,Tuesday,0,1,0.91,0,1
2026-06-02 14:49:09,18 – 20,Female,Engineering Entrance,4 or more attempts,Below Average (Did not qualify),230,12+ hours,5-6 hours,Self-study entirely,7.0,Sudden mood swings or panic attacks,"Fear of failure / wasting years of preparation, Seeing peers move ahead in life",80.0,13.0,5.5,2026,6,2,Tuesday,1,2,1.27,0,1
2026-06-02 14:49:10,24-26,Female,Civil Services / Government Exams,3rd attempt,Excellent (Cleared the exam / Achieved target cutoff),98,4-7 hours,5-6 hours,Self-study entirely,10.0,Sudden mood swings or panic attacks,Family expectations and societal pressure,98.0,5.5,5.5,2026,6,2,Tuesday,1,1,1.82,1,1
2026-06-02 14:49:37,21-23,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",3rd attempt,Below Average (Did not qualify),,4-7 hours,7-8 hours,Self-study entirely,4.0,,NO,80.0,5.5,7.5,2026,6,2,Tuesday,0,1,0.53,0,0
2026-06-02 14:50:07,24-26,Male,Civil Services / Government Exams,3rd attempt,Below Average (Did not qualify),,12+ hours,5-6 hours,Online coaching apps / recorded platforms,5.0,Frequent headaches or physical fatigue,Financial strain (high cost of coaching/living),80.0,13.0,5.5,2026,6,2,Tuesday,1,1,0.91,0,1
2026-06-02 14:50:56,18 – 20,Female,Civil Services / Government Exams,1st attempt (First-timer),Below Average (Did not qualify),193,4-7 hours,7-8 hours,Offline physical coaching institutes / bootcamps,7.0,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,80.0,5.5,7.5,2026,6,2,Tuesday,1,1,0.93,0,0
2026-06-02 14:51:07,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",78,7-11 hours,7-8 hours,Online coaching apps / recorded platforms,6.0,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue","Family expectations and societal pressure, Seeing peers move ahead in life",78.0,9.0,7.5,2026,6,2,Tuesday,2,2,0.8,0,0
2026-06-02 14:51:15,21-23,Male,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,4.0,Imposter syndrome (feeling like you aren't smart enough),,80.0,5.5,5.5,2026,6,2,Tuesday,1,0,0.73,0,1
2026-06-02 14:55:04,24-26,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",98 PERCENTILE,7-11 hours,7-8 hours,Self-study entirely,6.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family)","Fear of failure / wasting years of preparation, Family expectations and societal pressure",98.0,9.0,7.5,2026,6,2,Tuesday,2,2,0.8,0,0
2026-06-02 15:08:28,21-23,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",92,4-7 hours,5-6 hours,Self-study entirely,4.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",92.0,5.5,5.5,2026,6,2,Tuesday,4,4,0.73,0,1
2026-06-02 15:30:22,18 – 20,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",98,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,2.0,Severe social isolation (cutting off friends/family),Financial strain (high cost of coaching/living),98.0,9.0,5.5,2026,6,2,Tuesday,1,1,0.36,0,1
2026-06-02 16:07:59,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",90,less than 4,more than 8 hours,Self-study entirely,5.0,Sudden mood swings or panic attacks,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",90.0,2.5,9.5,2026,6,2,Tuesday,1,3,0.53,0,0
2026-06-02 16:56:39,Under 18,Male,Other~,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,more than 8 hours,Self-study entirely,10.0,Frequent headaches or physical fatigue,Seeing peers move ahead in life,80.0,2.5,9.5,2026,6,2,Tuesday,1,1,1.05,1,0
2026-06-02 17:16:43,24-26,Male,Other~,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),72,7-11 hours,less than 5 hours,Self-study entirely,5.0,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),72.0,9.0,4.0,2026,6,2,Tuesday,1,1,1.25,0,1
2026-06-02 17:16:19,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure",80.0,9.0,5.5,2026,6,2,Tuesday,4,2,1.27,0,1
2026-06-02 17:50:54,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",40,less than 4,less than 5 hours,Offline physical coaching institutes / bootcamps,1.0,,Family expectations and societal pressure,40.0,2.5,4.0,2026,6,2,Tuesday,0,1,0.25,0,1
2026-06-02 20:42:33,24-26,Male,Civil Services / Government Exams,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",85,4-7 hours,5-6 hours,Self-study entirely,5.0,,Financial strain (high cost of coaching/living),85.0,5.5,5.5,2026,6,2,Tuesday,0,1,0.91,0,1
2026-06-02 22:28:44,18 – 20,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",150/300,less than 4,7-8 hours,Self-study entirely,8.0,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Seeing peers move ahead in life",80.0,2.5,7.5,2026,6,2,Tuesday,2,2,1.07,1,0
2026-06-02 22:52:47,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",82,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,3.0,I was getting tired of exams,Family expectations and societal pressure,82.0,5.5,5.5,2026,6,2,Tuesday,1,1,0.55,0,1
2026-06-02 23:02:40,Under 18,Male,Engineering Entrance,2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,7-11 hours,5-6 hours,,10.0,Severe social isolation (cutting off friends/family),Fear of failure / wasting years of preparation,80.0,9.0,5.5,2026,6,2,Tuesday,1,1,1.82,1,1
2026-06-03 00:06:30,21-23,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,7-8 hours,Self-study entirely,7.0,,,80.0,2.5,7.5,2026,6,3,Wednesday,0,0,0.93,0,0
2026-06-03 09:10:22,21-23,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,7-8 hours,Self-study entirely,4.0,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),80.0,2.5,7.5,2026,6,3,Wednesday,1,1,0.53,0,0
2026-06-03 11:33:45,24-26,Female,"Medical Entrance, Other~",3rd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",65,4-7 hours,7-8 hours,Self-study entirely,7.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",65.0,5.5,7.5,2026,6,3,Wednesday,3,4,0.93,0,0
2026-06-03 11:34:11,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,7-8 hours,Self-study entirely,5.0,,Family expectations and societal pressure,80.0,2.5,7.5,2026,6,3,Wednesday,0,1,0.67,0,0
2026-06-03 11:52:19,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Below Average (Did not qualify),,4-7 hours,5-6 hours,Self-study entirely,4.0,Chronic sleep deprivation / Insomnia,Fear of failure / wasting years of preparation,80.0,5.5,5.5,2026,6,3,Wednesday,1,1,0.73,0,1
2026-06-03 11:52:39,18 – 20,Female,Medical Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",55,4-7 hours,7-8 hours,Self-study entirely,10.0,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue, Sudden mood swings or panic attacks",Family expectations and societal pressure,55.0,5.5,7.5,2026,6,3,Wednesday,3,1,1.33,1,0
2026-06-03 11:53:54,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Self-study entirely,6.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family)",Fear of failure / wasting years of preparation,80.0,5.5,5.5,2026,6,3,Wednesday,2,1,1.09,0,1
2026-06-03 11:54:51,21-23,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,5.0,Sudden mood swings or panic attacks,Fear of failure / wasting years of preparation,80.0,9.0,5.5,2026,6,3,Wednesday,1,1,0.91,0,1
2026-06-03 11:55:48,18 – 20,Female,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Self-study entirely,4.0,"Severe social isolation (cutting off friends/family), Sudden mood swings or panic attacks",Family expectations and societal pressure,80.0,5.5,7.5,2026,6,3,Wednesday,2,1,0.53,0,0
2026-06-03 11:59:40,Under 18,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,less than 5 hours,Self-study entirely,4.0,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),80.0,2.5,4.0,2026,6,3,Wednesday,1,1,1.0,0,1
2026-06-03 12:10:37,18 – 20,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,12+ hours,7-8 hours,Self-study entirely,9.0,,Fear of failure / wasting years of preparation,80.0,13.0,7.5,2026,6,3,Wednesday,0,1,1.2,1,0
2026-06-03 12:13:25,18 – 20,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),78,12+ hours,7-8 hours,Online coaching apps / recorded platforms,8.0,,,78.0,13.0,7.5,2026,6,3,Wednesday,0,0,1.07,1,0
2026-06-03 12:16:57,18 – 20,Male,Civil Services / Government Exams,4 or more attempts,Excellent (Cleared the exam / Achieved target cutoff),99.72 percentile in ssc chsl,7-11 hours,more than 8 hours,Self-study entirely,1.0,Frequent headaches or physical fatigue,Family expectations and societal pressure,99.72,9.0,9.5,2026,6,3,Wednesday,1,1,0.11,0,0
2026-06-03 12:27:29,above 26,Female,Civil Services / Government Exams,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",79,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,10.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",79.0,5.5,5.5,2026,6,3,Wednesday,5,3,1.82,1,1
2026-06-03 12:32:09,above 26,Male,"Civil Services / Government Exams, Other~",4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",75,4-7 hours,less than 5 hours,Self-study entirely,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",75.0,5.5,4.0,2026,6,3,Wednesday,2,4,1.75,0,1
2026-06-03 12:52:26,above 26,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,7.0,,Fear of failure / wasting years of preparation,80.0,5.5,5.5,2026,6,3,Wednesday,0,1,1.27,0,1
2026-06-03 13:55:14,Under 18,Female,Engineering Entrance,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,,Online coaching apps / recorded platforms,6.0,Chronic sleep deprivation / Insomnia,Family expectations and societal pressure,80.0,2.5,5.5,2026,6,3,Wednesday,1,1,1.09,0,1
2026-06-03 14:59:59,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),90,less than 4,more than 8 hours,Self-study entirely,9.0,,Fear of failure / wasting years of preparation,90.0,2.5,9.5,2026,6,3,Wednesday,0,1,0.95,1,0
2026-06-03 16:42:38,Under 18,Male,"Engineering Entrance, Civil Services / Government Exams",1st attempt (First-timer),Below Average (Did not qualify),39,less than 4,more than 8 hours,Self-study entirely,5.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, Family expectations and societal pressure",39.0,2.5,9.5,2026,6,3,Wednesday,2,2,0.53,0,0
2026-06-03 16:42:57,Under 18,Male,Civil Services / Government Exams,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Offline physical coaching institutes / bootcamps,5.0,,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",80.0,5.5,7.5,2026,6,3,Wednesday,0,2,0.67,0,0
2026-06-03 17:40:36,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",85.92,12+ hours,less than 5 hours,Online coaching apps / recorded platforms,9.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough), ","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",85.92,13.0,4.0,2026,6,3,Wednesday,6,4,2.25,1,1
2026-06-03 17:46:30,21-23,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,less than 5 hours,Self-study entirely,2.0,,Fear of failure / wasting years of preparation,80.0,2.5,4.0,2026,6,3,Wednesday,0,1,0.5,0,1
2026-06-03 17:49:56,18 – 20,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),93,4-7 hours,less than 5 hours,Self-study entirely,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",93.0,5.5,4.0,2026,6,3,Wednesday,5,3,1.75,0,1
2026-06-03 17:50:43,24-26,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",80.0,5.5,5.5,2026,6,3,Wednesday,5,3,1.27,0,1
2026-06-03 18:04:26,above 26,Female,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,5-6 hours,Self-study entirely,10.0,Severe social isolation (cutting off friends/family),Fear of failure / wasting years of preparation,80.0,2.5,5.5,2026,6,3,Wednesday,1,1,1.82,1,1
2026-06-03 18:05:06,18 – 20,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",89,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,8.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue","Fear of failure / wasting years of preparation, Family expectations and societal pressure",89.0,5.5,5.5,2026,6,3,Wednesday,3,2,1.45,1,1
2026-06-03 18:16:21,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,4-7 hours,less than 5 hours,Self-study entirely,5.0,Imposter syndrome (feeling like you aren't smart enough),Family expectations and societal pressure,80.0,5.5,4.0,2026,6,3,Wednesday,1,1,1.25,0,1
2026-06-03 19:16:07,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,less than 4,5-6 hours,Self-study entirely,6.0,,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Financial strain (high cost of coaching/living)",80.0,2.5,5.5,2026,6,3,Wednesday,0,3,1.09,0,1
2026-06-03 19:34:43,Under 18,Female,Civil Services / Government Exams,3rd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Offline physical coaching institutes / bootcamps,7.0,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",80.0,9.0,5.5,2026,6,3,Wednesday,3,4,1.27,0,1
2026-06-03 20:51:56,above 26,Male,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,5-6 hours,Online coaching apps / recorded platforms,9.0,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue",Fear of failure / wasting years of preparation,80.0,2.5,5.5,2026,6,3,Wednesday,2,1,1.64,1,1
2026-06-04 09:39:02,above 26,Male,Civil Services / Government Exams,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,5.0,,Family expectations and societal pressure,80.0,5.5,5.5,2026,6,4,Thursday,0,1,0.91,0,1
2026-06-04 10:02:01,above 26,Male,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,8.0,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Family expectations and societal pressure, Seeing peers move ahead in life",80.0,5.5,5.5,2026,6,4,Thursday,2,2,1.45,1,1
2026-06-05 06:18:51,18 – 20,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Self-study entirely,8.0,Chronic sleep deprivation / Insomnia,Seeing peers move ahead in life,80.0,5.5,7.5,2026,6,5,Friday,1,1,1.07,1,0
2026-06-06 16:50:46,above 26,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,7-8 hours,Self-study entirely,5.0,Once for few minutes I was not able to see anything may be because of sleep,I was not taking any stress just taking it like a project.,80.0,2.5,7.5,2026,6,6,Saturday,1,1,0.67,0,0
2026-06-07 01:47:26,18 – 20,Female,Civil Services / Government Exams,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,7.0,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Seeing peers move ahead in life",80.0,9.0,5.5,2026,6,7,Sunday,2,2,1.27,0,1
