Timestamp,What is your age?,What is your gender identification?,Which major competitive exam are you primarily preparing for / have taken?,How many times have you attempted this specific competitive exam?,How would you describe your score/performance in your most recent attempt?,"If you comfortable sharing, what was your approximate percentile or score range in your last attempt? (out of 100)","On average, how many hours per day do you dedicate to self-study and classes?",How many hours of sleep do you get on an average night during peak exam preparation?,What is your primary method of test preparation?,"On a scale of 1 to 10, how would you rate your overall daily stress level during the exam preparation phase?",Have you experienced any of the following physical or emotional symptoms regularly during your preparation? ,What do you feel is the primary source of your competitive exam stress?,Do you feel that your academic institution or coaching center provides adequate mental health or counseling support?,Column 14,Column 15,Column 16
01/06/2026 21:50:20,21-23,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",70,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,10,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks",Fear of failure / wasting years of preparation,,,,
01/06/2026 21:51:31,18 – 20,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,5-6 hours,Self-study entirely,7,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
01/06/2026 21:52:52,Under 18,Male,Engineering Entrance,2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Self-study entirely,8,Frequent headaches or physical fatigue,Fear of failure / wasting years of preparation,,,,
01/06/2026 21:55:33,18 – 20,Female,"Engineering Entrance, Other~",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,12+ hours,less than 5 hours,Self-study entirely,8,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Financial strain (high cost of coaching/living)",,,,
01/06/2026 21:55:36,18 – 20,Female,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,7,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, ",,,,
01/06/2026 22:04:05,21-23,Male,Engineering Entrance,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,,,,8,"Chronic sleep deprivation / Insomnia, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Financial strain (high cost of coaching/living)",,,,
01/06/2026 22:04:08,21-23,Male,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,less than 5 hours,Self-study entirely,1,Chronic sleep deprivation / Insomnia,Fear of failure / wasting years of preparation,,,,
01/06/2026 22:10:40,,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,5,"Imposter syndrome (feeling like you aren't smart enough), None","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",,,,
01/06/2026 22:24:02,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",No thank u,less than 4,less than 5 hours,Self-study entirely,6,None,Family expectations and societal pressure,,,,
01/06/2026 22:24:25,18 – 20,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,less than 5 hours,Self-study entirely,9,Chronic sleep deprivation / Insomnia,Family expectations and societal pressure,,,,
01/06/2026 22:24:52,21-23,Female,Medical Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",.,less than 4,less than 5 hours,Self-study entirely,10,Frequent headaches or physical fatigue,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
01/06/2026 22:36:19,21-23,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),Don't remember ,less than 4,7-8 hours,Self-study entirely,3,None,I never take stress,,,,
01/06/2026 22:48:25,above 26,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),86,less than 4,less than 5 hours,Online coaching apps / recorded platforms,10,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
01/06/2026 22:48:33,Under 18,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,less than 5 hours,Self-study entirely,10,Chronic sleep deprivation / Insomnia,Sumit,,,,
01/06/2026 22:48:39,24-26,Female,Civil Services / Government Exams,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,5-6 hours,Self-study entirely,7,Chronic sleep deprivation / Insomnia,Fear of failure / wasting years of preparation,,,,
01/06/2026 22:55:27,Under 18,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,7-8 hours,Self-study entirely,6,Chronic sleep deprivation / Insomnia,Financial strain (high cost of coaching/living),,,,
01/06/2026 23:04:12,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),I think 65 percentile ,less than 4,5-6 hours,Offline physical coaching institutes / bootcamps,9,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",,,,
01/06/2026 23:28:18,24-26,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,7-8 hours,Self-study entirely,8,None,,,,,
01/06/2026 23:35:32,above 26,Female,"Civil Services / Government Exams, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,Below Average (Did not qualify),not in mind ,4-7 hours,more than 8 hours,Offline physical coaching institutes / bootcamps,1,,,,,,
01/06/2026 23:46:44,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,8,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 00:08:41,Under 18,Female,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),Not given yet,less than 4,less than 5 hours,Online coaching apps / recorded platforms,8,None,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 01:34:38,18 – 20,Female,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,less than 4,7-8 hours,Online coaching apps / recorded platforms,10,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks","Fear of failure / wasting years of preparation, Financial strain (high cost of coaching/living)",,,,
02/06/2026 05:54:57,21-23,Male,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,7-8 hours,Online coaching apps / recorded platforms,7,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,,,,
02/06/2026 06:03:31,18 – 20,Female,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",79%,4-7 hours,5-6 hours,Self-study entirely,8,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 07:20:00,18 – 20,Female,Other~,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",74,7-11 hours,5-6 hours,Online coaching apps / recorded platforms,8,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life",,,,
02/06/2026 08:16:58,18 – 20,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,4,Frequent headaches or physical fatigue,"Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 08:17:28,18 – 20,Male,Other~,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),No ,7-11 hours,7-8 hours,Self-study entirely,10,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),,,,
02/06/2026 08:44:04,18 – 20,Male,Engineering Entrance,2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,10,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 08:45:40,21-23,Female,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4,Frequent headaches or physical fatigue,Family expectations and societal pressure,,,,
02/06/2026 08:47:06,above 26,Male,Other~,4 or more attempts,Below Average (Did not qualify),,4-7 hours,less than 5 hours,Offline physical coaching institutes / bootcamps,3,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),,,,
02/06/2026 08:49:37,Under 18,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,,,,
02/06/2026 08:49:38,21-23,Female,Medical Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,7-8 hours,Self-study entirely,5,Severe social isolation (cutting off friends/family),Seeing peers move ahead in life,,,,
02/06/2026 09:12:03,21-23,Female,Medical Entrance,4 or more attempts,Excellent (Cleared the exam / Achieved target cutoff),,12+ hours,5-6 hours,Offline physical coaching institutes / bootcamps,10,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 09:12:54,above 26,Male,Civil Services / Government Exams,3rd attempt,Excellent (Cleared the exam / Achieved target cutoff),,12+ hours,5-6 hours,Offline physical coaching institutes / bootcamps,10,,,,,,
02/06/2026 09:12:56,18 – 20,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7,Imposter syndrome (feeling like you aren't smart enough),Fear of failure / wasting years of preparation,,,,
02/06/2026 09:14:43,18 – 20,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4,Severe social isolation (cutting off friends/family),,,,,
02/06/2026 09:14:42,21-23,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),98,12+ hours,more than 8 hours,Online coaching apps / recorded platforms,10,Imposter syndrome (feeling like you aren't smart enough),"Fear of failure / wasting years of preparation, Seeing peers move ahead in life",,,,
02/06/2026 09:15:57,21-23,Female,Civil Services / Government Exams,2nd attempt,Below Average (Did not qualify),,less than 4,more than 8 hours,Online coaching apps / recorded platforms,6,Frequent headaches or physical fatigue,Seeing peers move ahead in life,,,,
02/06/2026 09:15:58,18 – 20,Female,"Medical Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Below Average (Did not qualify),76,4-7 hours,7-8 hours,Offline physical coaching institutes / bootcamps,6,"Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 09:17:11,18 – 20,Female,Other~,3rd attempt,N/A (I am a first-time filer and haven't given the exam yet),,12+ hours,more than 8 hours,Offline physical coaching institutes / bootcamps,4,Severe social isolation (cutting off friends/family),Seeing peers move ahead in life,,,,
02/06/2026 09:18:07,above 26,Others,Medical Entrance,4 or more attempts,Below Average (Did not qualify),,7-11 hours,5-6 hours,Self-study entirely,3,Sudden mood swings or panic attacks,Family expectations and societal pressure,,,,
02/06/2026 09:18:13,21-23,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",Na,4-7 hours,5-6 hours,Self-study entirely,5,None,Family expectations and societal pressure,,,,
02/06/2026 09:18:54,18 – 20,Prefer not to say,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),,less than 4,less than 5 hours,Online coaching apps / recorded platforms,9,Imposter syndrome (feeling like you aren't smart enough),Family expectations and societal pressure,,,,
02/06/2026 09:19:44,21-23,Prefer not to say,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",2nd attempt,Below Average (Did not qualify),,7-11 hours,7-8 hours,Online coaching apps / recorded platforms,2,Imposter syndrome (feeling like you aren't smart enough),Seeing peers move ahead in life,,,,
02/06/2026 09:20:50,24-26,Female,Other~,3rd attempt,Below Average (Did not qualify),,7-11 hours,5-6 hours,Self-study entirely,1,None,Financial strain (high cost of coaching/living),,,,
02/06/2026 09:21:49,24-26,Female,Medical Entrance,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Offline physical coaching institutes / bootcamps,4,Frequent headaches or physical fatigue,Fear of failure / wasting years of preparation,,,,
02/06/2026 09:22:36,above 26,Prefer not to say,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,4,Severe social isolation (cutting off friends/family),Family expectations and societal pressure,,,,
02/06/2026 09:23:14,24-26,Prefer not to say,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",4 or more attempts,N/A (I am a first-time filer and haven't given the exam yet),,7-11 hours,less than 5 hours,Self-study entirely,7,Imposter syndrome (feeling like you aren't smart enough),Financial strain (high cost of coaching/living),,,,
02/06/2026 09:24:02,24-26,Male,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",89.8,less than 4,7-8 hours,Online coaching apps / recorded platforms,8,"Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 09:24:37,21-23,Male,Medical Entrance,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,5-6 hours,Self-study entirely,6,"Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 09:50:10,18 – 20,Female,Civil Services / Government Exams,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,5-6 hours,Self-study entirely,7,Sudden mood swings or panic attacks,Family expectations and societal pressure,,,,
02/06/2026 09:52:49,18 – 20,Female,Civil Services / Government Exams,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,less than 5 hours,Self-study entirely,8,"Frequent headaches or physical fatigue, Imposter syndrome (feeling like you aren't smart enough)","Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 10:00:42,Under 18,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),Out of hundred i would say 85 percentile,4-7 hours,5-6 hours,Self-study entirely,9,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 10:14:36,18 – 20,Male,Other~,4 or more attempts,N/A (I am a first-time filer and haven't given the exam yet),,less than 4,less than 5 hours,Self-study entirely,1,None,Fear of failure / wasting years of preparation,,,,
02/06/2026 10:19:09,18 – 20,Female,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,less than 5 hours,Self-study entirely,8,"Chronic sleep deprivation / Insomnia, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure",,,,
02/06/2026 10:21:47,21-23,Female,Civil Services / Government Exams,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",80%,4-7 hours,5-6 hours,Self-study entirely,5,Frequent headaches or physical fatigue,Seeing peers move ahead in life,,,,
02/06/2026 10:57:15,above 26,Female,Other~,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,9,Sudden mood swings or panic attacks,"Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 11:00:24,above 26,Male,Civil Services / Government Exams,4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Self-study entirely,7,Frequent headaches or physical fatigue,Family expectations and societal pressure,,,,
02/06/2026 11:22:52,Under 18,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT), Other~",4 or more attempts,Below Average (Did not qualify),,less than 4,less than 5 hours,Self-study entirely,1,,Financial strain (high cost of coaching/living),,,,
02/06/2026 11:29:00,18 – 20,Male,"Medical Entrance, Civil Services / Government Exams",4 or more attempts,"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,5-6 hours,Self-study entirely,2,None,Family expectations and societal pressure,,,,
02/06/2026 11:29:47,18 – 20,Female,Medical Entrance,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,4-7 hours,5-6 hours,Self-study entirely,1,"Chronic sleep deprivation / Insomnia, Severe social isolation (cutting off friends/family), Frequent headaches or physical fatigue, Sudden mood swings or panic attacks, Imposter syndrome (feeling like you aren't smart enough)","Fear of failure / wasting years of preparation, Family expectations and societal pressure, Seeing peers move ahead in life, Financial strain (high cost of coaching/living)",,,,
02/06/2026 11:30:45,21-23,Female,Medical Entrance,4 or more attempts,Below Average (Did not qualify),,less than 4,5-6 hours,Self-study entirely,,None,Seeing peers move ahead in life,,,,
02/06/2026 11:35:12,21-23,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",4 or more attempts,Excellent (Cleared the exam / Achieved target cutoff),,less than 4,5-6 hours,Self-study entirely,3,None,,,,,
02/06/2026 11:40:05,Under 18,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),I am a first time filer and haven't given the exam yet,less than 4,less than 5 hours,Online coaching apps / recorded platforms,10,Sudden mood swings or panic attacks,Family expectations and societal pressure,,,,
02/06/2026 12:23:34,21-23,Female,"Engineering Entrance, Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),Below Average (Did not qualify),,less than 4,7-8 hours,Self-study entirely,7,None,"Fear of failure / wasting years of preparation, ",,,,
02/06/2026 12:39:10,18 – 20,Male,Engineering Entrance,1st attempt (First-timer),Below Average (Did not qualify),66,less than 4,7-8 hours,Offline physical coaching institutes / bootcamps,1,None,Fear of failure / wasting years of preparation,,,,
02/06/2026 12:40:29,21-23,Female,Civil Services / Government Exams,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)","I have still not appeared for the exams, only attempted mock",4-7 hours,5-6 hours,Online coaching apps / recorded platforms,6,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)",Fear of failure / wasting years of preparation,,,,
02/06/2026 12:52:21,18 – 20,Male,Other~,1st attempt (First-timer),N/A (I am a first-time filer and haven't given the exam yet),,less than 4,less than 5 hours,Self-study entirely,7,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue",,,,,
02/06/2026 13:02:14,24-26,Female,Medical Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,7-8 hours,Self-study entirely,10,None,Seeing peers move ahead in life,,,,
02/06/2026 13:02:20,24-26,Female,Medical Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,4-7 hours,7-8 hours,Self-study entirely,10,None,Seeing peers move ahead in life,,,,
02/06/2026 13:04:39,24-26,Male,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,5-6 hours,Self-study entirely,7,None,Fear of failure / wasting years of preparation,,,,
02/06/2026 13:07:54,18 – 20,Female,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,,,3,Frequent headaches or physical fatigue,Seeing peers move ahead in life,,,,
02/06/2026 13:09:36,above 26,Female,"Engineering Entrance, Civil Services / Government Exams",4 or more attempts,Excellent (Cleared the exam / Achieved target cutoff),,7-11 hours,5-6 hours,Self-study entirely,10,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue",Fear of failure / wasting years of preparation,,,,
02/06/2026 13:11:19,24-26,Male,Civil Services / Government Exams,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,1,"Severe social isolation (cutting off friends/family), Imposter syndrome (feeling like you aren't smart enough)",Financial strain (high cost of coaching/living),,,,
02/06/2026 13:11:41,24-26,Female,Medical Entrance,3rd attempt,Excellent (Cleared the exam / Achieved target cutoff),100,12+ hours,5-6 hours,Online coaching apps / recorded platforms,6,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue, Sudden mood swings or panic attacks",Fear of failure / wasting years of preparation,,,,
02/06/2026 13:12:03,21-23,Prefer not to say,"Management / Graduate Admissions (e.g., CAT, GATE, GRE, GMAT)",3rd attempt,Below Average (Did not qualify),,4-7 hours,7-8 hours,Online coaching apps / recorded platforms,3,Chronic sleep deprivation / Insomnia,Seeing peers move ahead in life,,,,
02/06/2026 13:12:59,above 26,Others,Other~,2nd attempt,N/A (I am a first-time filer and haven't given the exam yet),,7-11 hours,more than 8 hours,Offline physical coaching institutes / bootcamps,2,Severe social isolation (cutting off friends/family),Seeing peers move ahead in life,,,,
02/06/2026 13:13:01,21-23,Male,Engineering Entrance,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),100,12+ hours,5-6 hours,Self-study entirely,9,"Chronic sleep deprivation / Insomnia, Imposter syndrome (feeling like you aren't smart enough)",Fear of failure / wasting years of preparation,,,,
02/06/2026 13:14:15,21-23,Prefer not to say,Civil Services / Government Exams,2nd attempt,Below Average (Did not qualify),,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,4,Frequent headaches or physical fatigue,,,,,
02/06/2026 13:14:34,24-26,Prefer not to say,Civil Services / Government Exams,1st attempt (First-timer),Excellent (Cleared the exam / Achieved target cutoff),,7-11 hours,7-8 hours,Self-study entirely,7,"Chronic sleep deprivation / Insomnia, Frequent headaches or physical fatigue",Seeing peers move ahead in life,,,,
02/06/2026 13:16:10,21-23,Prefer not to say,Medical Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,less than 4,7-8 hours,Self-study entirely,3,Frequent headaches or physical fatigue,Financial strain (high cost of coaching/living),,,,
02/06/2026 13:16:54,18 – 20,Male,Engineering Entrance,2nd attempt,Below Average (Did not qualify),,4-7 hours,more than 8 hours,Online coaching apps / recorded platforms,2,Severe social isolation (cutting off friends/family),Family expectations and societal pressure,,,,
02/06/2026 13:17:28,21-23,Male,Medical Entrance,3rd attempt,Below Average (Did not qualify),,less than 4,7-8 hours,Self-study entirely,4,Chronic sleep deprivation / Insomnia,Seeing peers move ahead in life,,,,
02/06/2026 13:18:09,18 – 20,Prefer not to say,Civil Services / Government Exams,1st attempt (First-timer),Below Average (Did not qualify),,7-11 hours,5-6 hours,Offline physical coaching institutes / bootcamps,4,Sudden mood swings or panic attacks,Financial strain (high cost of coaching/living),,,,
02/06/2026 13:25:42,21-23,Female,Engineering Entrance,1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",Na,4-7 hours,5-6 hours,Self-study entirely,6,None,Family expectations and societal pressure,,,,
02/06/2026 13:26:06,21-23,Male,"Engineering Entrance, Civil Services / Government Exams",1st attempt (First-timer),"Average (Passed, but did not achieve the required cutoff/rank)",,4-7 hours,5-6 hours,Online coaching apps / recorded platforms,7,Chronic sleep deprivation / Insomnia,Seeing peers move ahead in life,,,,
02/06/2026 13:26:37,24-26,Female,Engineering Entrance,2nd attempt,"Average (Passed, but did not achieve the required cutoff/rank)",Na,4-7 hours,5-6 hours,Self-study entirely,5,None,Fear of failure / wasting years of preparation,,,,
